Index,Likes,Comment
1223,1,Jai Hind Sir ji 🙏🙏🇭🇺🇭🇺🚩🚩🌷
1224,0,I m intrested
1225,0,Aadhar seva kendra
1226,0,sir how to open i need a I'd
1227,0,"One of your supervisor named Vivek Singh 
Ask me to pay 2360 rs only for 25 years license 
He sent me a payment link on whatsapp from his number 
Is it true or fake?"
1228,0,I don't understand how to do this
1229,0,Thankyou so mun sir
1230,0,If I join I need to take loan or what sir
1231,0,It takes days to learn it sir please ❤️ 🙏 🇮🇳
1232,0,how can i apply ..sir.
1233,0,"Very bad services, lots of technical issues I suggest, it's a waste of money"
1234,0,I am a student can i do this
1235,0,😃😃😃😃😃
1236,0,What is the petrol price now?👌🤣🤣🤣🤣🤣🤣
1237,0,"
Sir
Does not give correct guidelines"
1238,1,Very Good 👌 very nice 👌
1239,0,"Dear Team,
My account is created and I also paid 99ers. Now what else? I haven't received any ID or password."
1240,0,"Sir, I have asked you to pay Rs 3500 fast in the app.😆😆😆😆😀"
1241,1,sir how do you get loans 
1242,1,Good morning sir
1243,0,is this a real thing
1244,0,How to get loan
1245,0,hello sir please help us
1246,0,Jagdish.pradad.sharma
1247,0,My 100 rupees went for free in this
1248,0,Does the government also provide jobs?
1249,0,Patna
1250,8,Very good information helpful and great advice excellent explanation amazing knowledge useful valuable video thanks you God bless you always sir jai hind               🙏🇮🇳🇮🇳🙏💕
1251,0,You are best 💕 sir
1252,0,Veri nice sir
1253,0,Har Har mahadev
1254,0,Nice sar 🙏
1255,1,"Sir, you told me very well and I said this
form has been filled"
1256,0,"
How different is this from Csc Centre?"
1257,0,Anupam. Is. Gret
1258,0,👌👌👌
1259,1,Sorry u r wrong anupam . The road lead to grave for all. At the end
1260,0,I am interested gst suvidha Kendra
1261,0,How much did it cost to take it?
1262,0,very good sir
1263,0,How to start it..
1264,0,"A shop is asking me for Rs 2360, can I give it?"
1265,0,what is 99 pay
1266,0,Wandarfull❤❤
1267,0,Very nice.
1268,0,"I want to work, I need a lot of work, I tried a lot but did not get any work, puppies."
1269,0,Excellent Thanks Sir
1270,0,"What is the plan..? And how to do it..?
I want to know..."
1271,0,Heeeeeehhhh
1272,1,Hello dear sir please help me 🙏🙏🙏🙏
1273,1,Also does the work of making adhar
1274,1,Very good information thank you
1275,0,At first namesker and thank You Sir! JAI HIND JAI BHARAT!
1276,0,will training be free
1277,0,"Sir, how can I earn money through this app?"
1278,0,how to do it sirji
1279,0,Does anyone got benifit from gst center
1280,0,"
sir we don't know how to read english we are a duocan can we also"
1281,0,Really good /essential service
1282,0,"Brother, I had found out about the GST Suvidha Kendra that a person can do all the facilities that the GST Suvidha Kendra provides, either by sitting at home or by opening a stand-alone shop, then why should anyone take the GST Suvidha Kendra? ."
1283,0,🎉🎉🎉 very good
1284,0,tell me details how to do it
1285,0,Plz share some contact details
1286,0,Kindly make English version too 🙏🏼
1287,0,"Hello, how will we learn this and how will we work? Where will we get the work income and how will we get it?"
1288,1,Great people
1289,0,I did not understand the success story of GSK
1290,0,Thanks 😊 sir
1291,0,"Is there any training program to learn these services ? 
 If yesh pl guide me.
To open such suvidha kendra pl guide  us."
1292,0,Can i apply to this also in 2023?
1293,0,hii
1294,0,"Can I get any contact number, I need to open this and tell me who will give the training."
1295,0,Seems meitei women have lost the essence of being women. They are seen in every place violence occurred. What example they are showing to their children and the world.
1296,3,Please stop these soldiers getting martyred
1297,1,Please remove AR posted at Pallen
1298,17,Only solution Saparate Administration we want Saparate Administration we want president Rule in Manipur 🙏
1299,6,No Saparate Administration no peace 🕊️
1300,18,"Today situation ,the whole world know that meitei attack the kuki village"
1301,36,Meitei people attack Kuki people.
1302,2,In every time and at every moment usually started attacking from kuki side if they didn't attack Manipur will peace
1303,5,"When Manipur will be peace? 

When this meitei wolf stay Happily  at home, there will be piece of peace."
1304,18,meitei people attack kuki villages and butn their houses
1305,9,Meitei people pls stop hatred
1306,6,Allegation n counter allegation. ' what exactly do you mean.. All the violence occurred in the periphery where the tribals lived. Meiteis are the perpetrators in all these violences. Stop reporting as if the tribals too attacked the meiteis which is not true
1307,2,Those who coment against the meitei comunity see their a/c name. This is very unfortunate . Their name is starting with out of alphabet 26 letters. No need to say more it is very funny🤣😝🤣😝🤣
1308,7,The true News can be from the Central Force.
1309,25,Meitei women and their commandos went in thousand  to attack kuki village and  still blame the kuki...bu
1310,0,Security forces and Meitei miscreants fired each other...still no President rule...only President rule will solve this  violence
1311,0,"News Anchor dont you know that the firing was between the Central Force and Meitei Miscreats. The Meitei militants shot first the AR , and the the firing starts. Dont try to hide the truth as s news Channel... Ka beng chak che"
1312,0,"This biolance is heading towards Mixoram, that's the local sources say my dear fatty   gastrointestinal reporter."
1313,1,Poppy harvesting season???
1314,5,Kuki wants the attention g20 summit leaders. So they start firing at meiteis.
1315,1,"Poor meitei fall  for the plan by  kuki . attack and retaliation ,when will kuki  stop telling lies and attacking civilians"
1316,1,Boring news...twitter is better😂😂😂😂
1317,0,Not armed miscreants they are SoO Kuki Militants provoking peace and normalcy of the state.
1318,0,If you fckr don't know the truth. Just stop reporting
1319,4,They blame the kuki militant again... Haha these meiteis...
1320,2,Meitei want trouble fact
1321,4,Assam Rifls jawan also died in the hands of the kuki militants
1322,7,"AR is doing their duty and meitei doesn't respect the central force and doesn't co-operate with them...when they told kuki dont fire back kuki respect their words and go back to the frontline but meitei never respect our central force and even throw stone, asked identity of central force and fire them...AR was angry but doesnt want to show since their force injured they must be really angry at meitei...if kuki start firing meitei they will surely fire kuki also"
1323,13,For Heaven's sake Molnoi Village in Pallel is a Kuki Inhabited area. Then it is ample clear who came to attacked this village. So house of media please speak the truth... Truth always TRIUMPH....!!!
1324,3,Meiteis are still attacking the Kukis
1325,4,"It's sad when every states moves forward , Manipur is stepping backward. 
    One day the law would have to be faced by all the culprit one day"
1326,1,"KUKI-ZO Community were never involved in this incident. The Meiteis with thousands of extremists, along with their commandos were marching towards the Hill areas leded by the Extremist Meiti Women again. The Army forces told the Kuki-Zo to stay back. The Meitei just attack the Inian security Forces. Get your facts right. Ask the Indian Army, Assam Rifles in what actually happened. 2 Indian forces personnel were reported to be killed as well. If this kind of reports, which is not the truth is unfortunate. This was a fight between the miscreants from the Meiteis and the Indian Forces , who tried to stopped the Meitei Militants from ethnically cleansing the Kuki-Zo people beyond the buffer zones."
1327,0,Meitei woman & Manipur police comondo attacks and kill one Assam Rifles
1328,0,Please removed chin- kuki          narco terrorist from the soil of Manipur 🙏🙏
1329,0,"Meitei millitant underground wearing police uniform with arambai with sophisticated weapons LMG SLR AK 47 and mortar attacking the tribals and the Assam rifles.
Meira paibi women involved to disturb the Assam rifles too.
But the meitei keep blaming the tribals.
Meitei are the best lier"
1330,3,U are on the spot and doing ground report! Just by seeing those women shamelessly roaming around u can clearly see what's happening! Just report the fact that meiteis attacked kukiZo locality without sugar coating. Had kukis attacked those women would flee for their lives helter scalter😅
1331,0,Trying to balance violent incident such as this particular 1 makes u an idiot journalists.
1332,0,"All village where this incidents took place are all a KukiZo dominated village better to do some homework before reporting 
If the Meitei don't attacked the KukiZo the violence would stop but if the KukiZo stop defending they all will die!
They came to attacked KukiZo village are you still expecting that the Kuki-Zo would used stick to defend themselves"
1333,2,"Zokuki never pointed guns and fire towards army,its meiteis that fire to the army..please give genuine news."
1334,0,"This media is afraid of speaking truth.
Molnoi is kuki village... so think why attacking took place in kuki village why meitei is seen there."
1335,2,Kuki always kill innocent meitei people entering meitei house....ng they told that meitei attack them ....what a logic they have.......save meitei  form refugees...
1336,0,Kukki Zoo surely should be knowing Media is with the totalitarian. Its a shame. World is watching you. At the end of the day how you feel standing still and looking into the eyes of your Children ? How you do ?
1337,0,"A very untruthful presenter Journalist,just refusing to say that the prepitrators are Meiteis just as the videos shows."
1338,1,True incidents news  will come out later now now
1339,4,Pallet is kuki village not meitei village
1340,1,Armed miscreant 😀 why dont u just say meitei militant
1341,3,pallel molnoi a kuki village attack by the kukis according to  meitei sakthu 😀
1342,0,For what purpose the meotei gose to kuki area they went for attacking kuki zo village meiteis aye th liarers community.
1343,3,What kinds of journalism is this.. How could tribal pull the meitei towards their village and shoot them first.. It is not possible to drag them.. Instead they mobilized themselves came to tribal village and attack..
1344,4,Please all new's anchor take the ground root information pliz don't take one side information
1345,2,Godi channel 😂😂😂
1346,8,"If one group doesn't go to the other group village, then there won't be any firing. And depending on the place and number of people involve we can know who is going where and creating a scene"
1347,0,"Please don't cast without knowing the truth, even children can make out who is attacking whom, how can thousands of meiteis be drag to the hills with few kukizo living there,. If you don't want the truth so just don't poke your nose, truth will surely come out at the end of the day,meiteis are anti national, firing at the Indian armies."
1348,0,It seems you are in the spot/area of violence but you don't know anything true about who started it. Go back.
1349,1,Atleast 50 meitei are death and more than 100 meiteis also wound in the battle of pallel
1350,0,Better do proper homework before reporting
1351,0,If you can't report the truth pliz don't report. If you are so scared then stay at home and watch television
1352,0,India support chin kuki
1353,1,India occupied Kashmir and North East 😡
1354,8,"The location is a Kuki dominated area , how comes kuki attack Maitei 😂"
1355,1,Its funny when mainstream news channel like you have to depend on whatsapp fwds for video. Bdw the area is dominated by Kuki and attackers are meiteis.
1356,4,See all the area where firing took place is in the kuki inhabitate places from the 3rd May it means meitei came to kuki village and creat  incident but I wonder they still come And try to destroy kuki villagers why reporters and news anchors can't come to know that meitei  are still attacking kuki areas .all this violence are taking place really is the absolute proof that meitei came to kuki boarded areas to attack and kill all kuki clans.even animals can know who is attacking and who is defending  .😢😢😢😢😢kuki are not claiming they speak the truth .
1357,2,"What steps are the state and central govt doing??...This is the only  Simple question they should answer!!..If they can't let them admit it...Poor  poor govt,shame on you"
1358,1,India occupied Kashmir and North East 😡
1359,1,How become you survive 😅
1360,2,"This is not kukis attack..
Obviously Meitei Vrs Central force...

Speak the truth.🙏"
1361,0,"Only when Metei radical like arambul, leepun, pabis funded by BJP, RSS, state police are finished and banned then only peace will return in Manipur.

Indian govt siding radicals hence take help of international human rights and other organisations"
1362,0,Godi media
1363,1,"Only when Metei radical like arambul, leepun, pabis funded by BJP, RSS, state police are finished and banned then only peace will return in Manipur.

Indian govt siding radicals hence take help of international human rights and other organisations"
1364,1,"A petition is initiated to the Australian Parliament titled  ""Halt Manipur Violence and Protect Christians and Minorities in India"" petition (EN5392) . The Parliament Comitte has finally accepted the petition and it is now open for signature collection.

Please sign and stand for Justice at:

https://www.aph.gov.au/e-petitions/petition/EN5392


ALL RESIDENTS IN AUSTRALIA CAN SIGN THIS PETITION IN 3 SIMPLE CLICKS. YOU NEED YOUR NAME AND VALID EMAIL ADDRESS TO SIGN
Thank you for your time and for standing with us in faith and solidarity.

Grace and peace to you

Forwarded as received  - Tks"
1365,0,This is heights
1366,0,What were they doing in 700 sq miles valley 😂😂😂
1367,0,"What you people are thinking is just like when the British and Indian people fought war, the britishers say themselves that they are the right ones who r doing the truth in their own way of thinking but the indians dont accept it. Thats what people are thinking to the Meiteis as they r the wrong ones but no one knows the real truth because they dont find the truth deeply. lets say the kukis are the britishers and the meiteis are the indians before the indian independence will the indians say the britishers are doing  the right thing?"
1368,1,"its a big agenda of gov. modi , please unify and ask modi to resign otherwise it's coming everywhere."
1369,0,there must be gov. people who are doing it not Manipur people.
1370,0,Kuki themselves burnt the Anglo kuki gate actually tht dosnt exist in history....stillll???🤣🤣😭🤣🤣
1371,0,Ms. UPSC plizzz do some homework before blabbering anything in the social media 😂😅😂 unarmed peace rally n kuki anglo war...
1372,0,"She they talk one sided 
And he talk for both sides.....Being upsc aspirant u r talking one sided narrative which dosnt make sense..with tht mind set never ever dream of cracking upsc."
1373,0,biren family is a family of criminals both father and son is a criminal
1374,0,Biren Singh should resign first
1375,0,Why a lot of sophisticated weapons  in that particular peaceful raley? Do you have any proof to burn down your so call sanitary gate by the Meitei community?
1376,1,"So sorry, but they cannot be Forgiven and Forgettable. Cut the roots of the unwanted grass for a better and developed future is what the people are demanding 🇮🇳"
1377,0,"Reached the state because  those goons burn down houses and looted tribal houses in the valley,,, tribal doesn’t come in the valley on 3 and 4 th of may,,, yes i say stop blame game to the people of valley..🤪🤪🤪🤪"
1378,0,Mojo. Meitei Boy and Girl whom you hug their family in a picture are not kill by Kuki they eloped and Marriage.
1379,0,Those two missing mietei teenager were married and ran away from their home though they blame the kuki
1380,0,Seperation of state is the permanent solution and saftey for our tribals future and coming generations ..Meiteis mindset will never change if not seperated the heinous crime will happen again till the Meiteis are majority. Integrity with Meiteis means killing the tribals brothers and sisters..😌😌
1381,0,"Young aspiration like her. Who's so dumb that she don't even have leadership qualities in her, because a true leader never divide his/her people... But a true leader fight for unity."
1382,0,Bakha gi it's not a replica weapon but a real one
1383,0,Do you have any prove that meitei have burn that gate
1384,0,"Where is Poppy Cultivation Theory, Barkha. It was and is grown and still growing. It is a shameful thing that the Golden Triangle is now shifted in India"
1385,0,"He is the main culprit to create destruction in Manipur he will backstab cannot be trusted
He should resign never trust this government.dustructon all over India, devide and rule policy.this government is anti-national, robbing and terrorizing Indians"
1386,0,First kuki refugee go back. And apologise for your wrong doing burning the innocent Meitei houses.
1387,0,"Displaying arms or replicas, will the authority allow any other community?"
1388,0,She will never go through upsc exam.. she just dont understand anything
1389,0,Chatpikharo punlap
1390,0,Nice acting from Sonny Chongloi..Don't you feel the people staying in the areas of Ccpur and Moreh didn't bear the burnt like your Kuki fellows did?
1391,0,"There will be no other word from Kuki community other than separate administration..they were taught to say this, be it a 2 year old or so.
why are the kukis asking for a separate administration when they arent the indigenous people of Manipur? why are they so after the lands in every parts of the world?"
1392,13,"To forget is to forgive - And We will never forget it even if We wanted To , These Scars will never Be removed 🗣️💔"
1393,0,Hatred spreading channel
1394,0,"That bastard is such a liar,"
1395,0,Biren is dead
1396,0,"I see no quality in Sonny, for even a good position in Indian services. Unfortunately, she is very likely to remain as aspirant forever. She have no hope in anything, cannot solve problem and speaks about own self, not in general. Still she will apply with quota. The quota system needs to be changed, particularly, for high level, intermediate official positions."
1397,0,Shameless meitei cm biren you have done whatever you want now talking about forget n forgive no peace with meitei people seperate admiistration the only solution for peace
1398,0,"The title of this video makes the CM of Manipur look like the second coming of Jesus Christ. Could there be a move towards peace, and even a modicum of justice without holding Biren Singh and his govt accountable? It appears to be a mockery of law and democracy with the State govt. being allowed to continue as though 'yeh sab to hota hi hai'."
1399,0,Seperate state is now or never for both communities.
1400,0,Woww upsc aspirant with that level of english 😂..... But still she will  be selected through reservation quota 😂😂
1401,0,"Peace will prevail in Manipur only when poppy cultivation stop in hills areas of Manipur, NRC implement, Kuki militants and India Govt.'s SoO abrogate. Madam , witnessed yourself whether there is poppy cultivation done in Hill areas or not."
1402,0,"Are u serious??? Replica guns??? 
What are u guys ? A 5 year old kid??? They told u guys its a replica guns and u people take em as the truth. 
Please look and report it equally . U guys are trapped with their crocodile tears and their victim card ."
1403,0,"This kuki girl seems to be very "" JIDDI "" . in whole programme watch her facial expressions."
1404,0,More than 4000 weapons and ammunition handed over to Majority meiteis should be taken back
1405,0,Who is suppose to ask for forgiveness 😂😂😂😂😂😂😂😂 what the chilli congloi
1406,0,sakthu Biren
1407,0,Kasi
1408,3,"Sunny Chongloi.. Very well said ""we can be good neighbours"" ❤"
1409,0,"After killing ,rape, and naked parade innocent kuki_zo by meitei communities...you guys think that we are going to forget and forgive....this is nonsense, unfair .....OK,  we'll agree the forgive and forget if we can kill a thousand of meiteei . Like they done to us (kuki_zo )  why life is so unfair for (kuki_zo) .....we are Indian , we independent together. now we don't want peace we want  separated administration for( kuki_zo) 
Jai hind india🇮🇳 and long live kuki_zo."
1410,0,You are brave girls speak the truth
1411,0,First separate administration then forgive and forget will come.....
1412,0,Seperate administration mean break our state ..indirectly saying i am refugees
1413,0,I agree to both of u.
1414,0,"Forgive and forget statements issued by mr biren is all rubbish. First he himself must  learn to pray to God (only if he thinks and believes in living God) asking for forgiveness for all his terrorist attacks and advice to his subordinates. His heart, if possible, will definitely be black and hard like a stone, brain must be also shrunken and totally atrophied."
1415,0,Kukis want to break manipur
1416,0,meiteis are inocent
1417,0,😂😂 Where does he get all of these Ideas😂😂 Asshole aF
1418,0,"Talking about peace lol,my dear kuki sister on dt 3rd may y ur community so call Kuki zo burn innocent houses in torbung village,that’s the main causes of this crises"
1419,0,Hats Off to Tirthankar Singh!!! So matured with positive thought.
1420,0,Those who carry gun that is all are Toy guns don't worry  central government
1421,1,"Biren be like: ""oops daughters were raped with their mothers after watching their father mercilessly killed. Let's forgive and forget. Did the meiteis fall for my facism? Sorry hehe? Let's forgive and forget?"""
1422,0,"Sister what I saw was three scooty tires burnt at the foot of the so-called memorial. Which we manipuris other than kukis don't recognize. There is a video available when it started. firstly prove it was meiteis who started the fire. Maybe it was some kuki miscreants. 
And secondly are you  **@#_& you burnt down villages for grasses burnt near the foot of your so called memorial. 
Thirdly show if the memorial was burst. 
Sister it's funny."
1423,0,"leaders want public to quarrel and kill each other, because only then they will attain the power. And sadly their plan has been very much successful in Maniput. I as a northeastern pray that my people from other northeast don't fall in such trap."
1424,0,No forgiveness and forget for atleast 100 generations
1425,0,Does your dad don't get salary from manipur government
1426,1,Your action our reaction kinda situation here in manipur
1427,0,U might  have like Rami because she aways take the side of meitei
1428,0,Neither forgive nor forget...this scar is deep 🖕🏽
1429,0,Biren sing sir you are too late now. Firstly Berin sing stepdown 😂
1430,0,It is good to see Barkha unbiased and neutral to both the communities for the first time. Otherwise she is always seen supporting one of the communities. I hope everyone knows which community I am talking about.
1431,0,"Thean who started the war trying to make peace, act as a middleman . Well nobody is blind now"
1432,1,Some of the Kukis who participated in the rally started the violence by burning down houses of Meiteis in the pretext of rally. I am sure those kukis must be the illegal immigrants from Myanmar and not the native kukis of Manipur. Illegal immigrants play a very important role in creating the conflict between the Meitei and the native Kuki communities.
1433,0,Wow very funny.😂😂Is he gone mad? it's too late.We are human being not God.... I don't think they will forgive and forget soon...coz the cuts and wounds are too deep to be healed.But I pray to God because everything is possible with God 🙏🙏🙏let God heal their wounds of their hearts
1434,0,Meitei will never forget and forgive Poppy planters kuki refugee. Drug cartels .
1435,0,Please save our innocent kuki brothers sisters from Burmese kuki refugees they are very dangerous even they kill our indian kuki rape our kuki sister so sad 😭😭😭
1436,1,Big lier kuki are buned anglo kuki war pilor . Look at the video . If meitei have done why can y apply law . Law can give punishment what ever why r u burning inocent people house. Lack of education we all suffer.
1437,0,"Did I hear Rami Desai 😂😂😂 
She is right hand helper of Modi and Biren.. she s even worst communal then Biren... everytime I see her ... 😂😂😂😂"
1438,0,"Come on Barkha. Be a rational journo. You can't control things in your biased job. You have lost your own credentials as a good journo from Meiteis perspective.
You were being bought this time.
Everyone knows it here"
1439,0,"Don't blurred Miss while lying about how it started. Your people killed, raped and buried Meitei women and children on 3rd may,2023. That was the starting point for this chaos.
You must admit it first that you have started this violence. Then will come peace."
1440,0,Farmer have ak 47 n  .m.16 what a beautiful liear
1441,0,"Forgive & Forget are the words that should be uttered after two or three days from 3rd May, 2023."
1442,0,People who believe in separation is the main culprit
1443,0,Biren should b tried and punushes at ICJ..  Then only people of manipur will consider for peace..
1444,0,Forgive and forget? Really?
1445,0,Uspc aspirant? What does that mean? Can you call me a sewage cleaner aspirant as well?
1446,0,Maturity lavel for this two youth 99%.... Biren 1%
1447,0,This maitei are all muder people so we must take revenge  revenge is only solution
1448,0,Chl
1449,0,Chl
1450,0,"I will never ever forgive metei terrorist and its people, I will not forgive till the universe is exist...."
1451,0,Barkha black spot in the page of journalism
1452,0,She said “ a peace rally unarmed “ when there’s actually footage after footage of otherwise and the whole world has seen it.
1453,0,"The missing children feared or alleged to have been kidnapped and killed by Kuki-Zos, turned out to have eloped and stayed with their friends in Imphal valley."
1454,1,Absolutely there is rare chance that all of a sudden a separate state or UT can be created just like that. Manipur citizens are being taken for granted for vested political motives
1455,0,Now the CM himself talks about forgetness and forgiveness.But I answer lies in unravalling how did this violence started in the first place.The answer lies more with the Meetei people than with the tribals.
1456,0,The development for all purposes is taking place in the Valley areas only. The state needs leaders under the intervention of the centre to look at this aspect also.
1457,0,"She was lying ..ma,am anchor...how do you called rally with guns..Is't peacefully rally with guns??..you can see in so many videos their peaceful rally with Guns and shouting bad words to CM..and first why they are attacked meitei villagers if kuki people angry to govt of manipur??"
1458,0,Do you even imagine where are our IAS IPS till now i dint heard a single words from them they are under iliterate political leaders fingers
1459,0,Who is more -ve vity thought and telling only one side selfish motives sad back history even both of them have the same  impacts.
1460,0,"UPSC Aspirant , you head is filled up with full shit. With this kind of mentality you will never get through this UPSC."
1461,0,"Only solution is separate administration for Kukis is the solution 👌
No more hope 🙏"
1462,0,"We love meiteis though theit goals n agendas r too kill us. Lets peacefull stay in our own state, we in kukiland n meiteis in fertile imphal valley"
1463,0,Their is no law in kuki universe.
1464,0,Ohh unarm rally she said liar we all see the video footage
1465,0,"We always do to forgive......our neighbouring  but.., this incident has occured too long to forgive for our brothers hood likes the meitei. risking life to against/ killed our innocent kuki people.."
1466,0,Your joining hand for separate administration is impossible and hopeless dream
1467,0,Peaceful unarm rally!!! What a lie!! And we have seen videos of a Meitei driver beaten by kuki protestors on 3rd May afternoon and forest offices being burnt. Mobs carrying sophisticated weapons while burning Meitei houses in the evening?? Very very unarmed peaceful rally.
1468,0,https://youtu.be/DJteO3rDBQo?si=gzTwF37HwEpVKmvx
1469,0,Why is she(sonny) talking like only the Kukis are suffering n not a single meitei is affected ???
1470,6,"Subscribe to Newslaundry: https://www.newslaundry.com/subscription?ref=social
Power our coverage of the Himachal Pradesh floods: http://newslaundry.com/sena?ref=social
Buy our Independence Day hamper(s): https://www.newslaundry.com/independence-day-offer
Download the all-new Newslaundry app: https://www.newslaundry.com/download-app"
1471,0,"Kukis, don't know why you all don't acknowledge the historical past and want to bulid a history as if your people were  the victims! No, it's the indegenous people who were victimised by your people. History is history. None can bring a new narrative."
1472,0,Beacause of this pharmenteh indegnious phisss
1473,0,Pompeii Qasmda pincers as I am his master heh beh af
1474,0,Wow wow wow innocent peoples of kasubi meitei ..😂. actually we laugh 🤣 so loud 📢 about hearing your fake news and lies. .. wow they don't have gun  but they have meitei cm no to worry about guns na .😂😂😂😂.. thanks god for not being a meitei.   .
1475,0,Shame on modi and Amit shah who are unable to control the riots
1476,1,Literally crying seeing the situation there
1477,0,"Make two states out of this conflict . 

These wounds will not heal for many generations to come . 

Better to separate these two communities & give them their own states  . It is the only right way forward .

Damage is already done ."
1478,0,Very genuine ground level interview
1479,0,The liar community
1480,0,hey meitei pepuls Where is your weapon supply by the Cm manipur 🤔🤔🤔
1481,0,Thanks 👍
1482,0,I strongly believe that this is a narrative from the Kuki people if a mob came they can’t resist with this single or double barrel gun . We can understand that both the sides have enough Automatic weapons. I’m a regular viewer of your channel I have only one thing to say to the people who spread fake narrative like this that common people gaddhe nahi hum Sir 🙏.
1483,0,"UNDER MODI 9 yrs rule ❤❤❤

Modi solve kashmir issue in 9 yrs now we are talking kashmir, g-20 summit, infrastructure etc 
Modi solve triple talaq issue
under MODI insurgency reduce by 85%
human casualty reduce by 70 %
6000 militant surrender in 9 yrs.

all the three issue kashmir, north east and triple talaq are created by bstd nehru😡😡😡"
1484,0,Is it Kashmir
1485,0,"Sad to see,hard to believe But that's the fact"
1486,2,"Very sorrowful defending mechanism , God will save all victims ."
1487,0,Where is your sophisticated weapon are they carry by ninghtduty volumtire to attack meitei
1488,0,Kuki people said churchandpur mizoram as india occupied zoland so all india should be look into the poppy planter of kuki
1489,0,"It’s a drug war. Nothing to do with tribals. 

Known drug connections/involvement in:

Tamu (Myanmar)-Moreh (Manipur)-Imphal (Manipur)

Mandalay (Myanmar)-Tiddin-Singhet (Myanmar)-Churachandpur (Manipur)-Imphal (Manipur)

Mandalay (Manipur)-Tiddin-Singhet (Myanmar)-Champai (Mizoram)-Aizawal (Mizoram)-Imphal (Manipur)"
1490,0,"MANIPUR SITUATION IN SHORT - More than 100 days passed. Still firing. No effective measure to contain the violence. Death 182+,missing 17+,person with bullet injury 200+,displaced people 70,000+, people on relief camp 50,000+, houses burnt 40,000+. 

Root cause - 1. Narco Terrorism and 2. Illegal immigrants. Helped by leaders with vested interest.  Worst part - kuki militants use Snipers, drones, land mines, vehicle-borne improvised explosive device (VBIED) etc. Sophisticated weapons coming from Myanmar to attack meiteis at foothills area, that even Indian army don't use.

Started from kuki dominated area Churchandpur on 27 April destroyed New Gym Centre to be anaugurated by CM. 28 April, all CCTV of entire town demolished to falsify evidence. On 3rd May,2023 - 12+ churchandpur localities of meitei,  some of Moreh and kangpikpi  meitei were completely wiped out(ethnic cleansing). Many meitei woman were raped in Churchandpur on 3rd May.

Land reforms act 1960. Exclusion of hilly(tribal) status of meitei in 1949 when Manipur merged with Indian union, because of that  meitei can not buy land in hilly areas and also in valley that is once owned by tribal. Meetei population 52% live in only 7% land including all other communities. Finally, meitei's would probably become kasmere pandit.

Kuki militants are very powerful now with drug money and church support internationally. It's a national security threat. Mizoram in support. They get help from Myanmar, Bangladesh cos of ethnic relationships. They want a kuki land taking a part of India, Bangladesh, Myanmar. It's a clash between - ""Indigenous and non-Indigenous"". Meitei's have 2000+ year old Indigenous culture and civilization whereas Kuki's don't.

No one talks of burning many 200 years old Meitei Temples(Mandirs). 4 churches are burnt by kuki only. 250 + Churches burnt were of meitei's only, that nobody mentioned. Many Meitei pastor houses were burnt in Churchandpur.

Not allowed to visit meitei sacred places Koubru,Thangjing,Marjing etc.(holy place of meitei's) in last couple of years. Meiteis are the only ethnic group who still worship umanglai(jungle) as Lai Haraoba. Then, how can meiteis not related to hills?

Where is ""Linthoingambi""(a 17 year old meitei girl from Tera, missing)? Can anyone answer? A meitei grandmother Sorokhaibam Ibetombi(80) was ""BURNT ALIVE"" in Serou, that nobody talks about. This the obviously, the worst violence that the nation has ever faced. Everyone should look at both sides and the details.

Couple of facts - 1. Who carries gun AK47 on peace rally ?
2. At 2.15pm imp office building burnt on 3rd May in ccpur.
3. By 3.43pm houses at boljang and torbung started burning. Hearing the news, meteis reacted by late evening after 9pm and 4May.

5 questions 
1. Why did kuki militants forced civilians to buy guns for every household in kuki dominated areas, the last 1 to 2 years?
2. Why was the CCTV cameras vandalized on 28th April, 2023 for entire Churchandpur town, before big event 3 rd May, 2023?
3. Why maximum Kuki's were on leave starting last week of April 2023 working in the valley?
4. If kuki want separate administration, why not approach the right authority through legal procedure instead of violence(burning houses & ethnic cleansing of meiteis)?
5. Why they use Zomi Revolutionary Army flag in last rally, are they still Indian?

I am sure, everyone is sensible enough to understand the facts, if it was a well planned or not. ""Facts never lie"". 3rd May was just an excuse.

Central government hasn't done any effective measure yet  to contain the violence. Letting people to kill each other. People of Manipur are dying in extremely worst situation. Let's not be one sided. Get facts of both sides. Let there be justice and punish culprits of both sides.

Solution - 1. Revoke SOO 2. Pass NRC 3. Build strong border 4. Restore Meitei Tribal status to equalize land issue 5. Improve VDF to protect foothill villages.

To get the detailed history of Manipur. Check this link - https://www.youtube.com/live/J_3qhzXJyYE?feature=share"
1491,0,"Meteis or Kukis its evident many village defenders recieved training from the University of PUBG and Youtube..

Result of this will be 'khamenlok type scenario in real life😂😂 not good combination when facing battle hardened, hardcore poppy sniffing muderous militants.❤"
1492,1,"A Big Lier Kuki yathithang but God Knows, and That's why world began to know the truth slowly slowly who is attacking and who is retaliating; Who is using sophisticated weapons which were bought from the profit of poppy cultivation ie foreign sophisticated gun and who is using looted guns ie using local Indian gun....
Please Mr Reporter search Manipur ethnic clashes and listen to the Abhijeet Chavda He knows everything even about this Nomadic tribe Kuki's origin... 
There are no Village volunteer for kuki, all are militants, since their militants were formed recently just to protect themselves from Nagas tribe(Naga are big bro of Meitei, they are also original inhibitor).. Meitei's militants are very few now that can be neglected So Meitei started organising village volunteer which is copied by yathithang kuki"
